ballotID,1,2,Age,Gender,Education,weight
207280XXXX,c2,c3,2,1,3,135.41604543308569
207717XXXX,c1,c3,2,2,1,88.46878033573347
207649XXXX,c3,,2,2,3,113.86577022767615
207632XXXX,c3,c2,2,2,3,89.76750035727052
207965XXXX,c1,c3,2,1,3,146.35485878834112
207497XXXX,c1,,2,2,3,97.93715261959144
207778XXXX,c1,,2,2,1,88.46878033573347
207848XXXX,c1,,2,2,2,98.53759077566413
207285XXXX,c2,,2,2,3,91.77579546313018
207584XXXX,c3,c1,2,2,1,90.31785158709576
207277XXXX,c3,,2,2,1,89.76750035727052
207989XXXX,c2,,2,2,1,92.33845925236682
207628XXXX,c3,,2,1,2,58.46844700803797
207348XXXX,c3,,2,1,2,132.4527872022443
207454XXXX,c1,,2,1,2,103.83816773640838
207483XXXX,c2,,2,1,2,135.41604543308569
207848XXXX,c3,c2,2,1,3,58.46844700803797
207862XXXX,c3,c2,2,1,3,58.46844700803797
207635XXXX,c3,c1,2,1,1,95.1762687606635
207732XXXX,c3,,2,1,2,134.14633249142028
123100XXXX,c1,c3,1,2,2,114.0558036956852
153200XXXX,c2,,1,2,3,112.23988827607546
207689XXXX,c1,c3,2,2,3,88.46878033573347
207713XXXX,c3,,2,2,2,90.31785158709576
207577XXXX,c3,,1,1,3,135.75379160574963
207229XXXX,c4,,2,1,3,1.336749921
207551XXXX,c2,,2,1,2,97.30556983271394
207860XXXX,c1,c2,2,1,2,144.50718560156307
207266XXXX,c4,,2,1,1,0.948418547
207266XXXX,c4,,2,2,3,1.134656882
207266XXXX,c3,c4,2,1,1,58.46844700803797
207357XXXX,c4,,2,2,2,0.900005082
207212XXXX,c3,,2,1,2,132.4527872022443
207356XXXX,c1,,2,2,3,98.53759077566413
207944XXXX,c1,,1,2,3,124.22858242183463
207403XXXX,c1,,2,2,1,88.46878033573347
207852XXXX,c3,c1,2,2,1,90.31785158709576
207270XXXX,c3,,2,2,3,90.31785158709576
207341XXXX,c4,,2,2,1,0.900005082
207944XXXX,c4,,2,2,1,0.894520907
207852XXXX,c1,c3,2,1,2,146.35485878834112
207951XXXX,c3,,2,1,3,132.4527872022443
207280XXXX,c3,c1,2,1,2,58.46844700803797
207343XXXX,c3,c1,2,1,2,95.1762687606635
207431XXXX,c4,,2,2,3,0.900005082
207313XXXX,c4,,1,2,2,1.134656882
207841XXXX,c1,,2,2,3,124.22858242183463
207214XXXX,c2,,2,1,2,97.30556983271394
207763XXXX,c4,,1,2,3,1.041742569
207582XXXX,c3,,2,2,2,89.76750035727052
207685XXXX,c3,c1,2,2,3,90.31785158709576
207764XXXX,c2,c4,2,2,1,91.77579546313018
207897XXXX,c2,c4,2,2,2,82.90309113337113
207924XXXX,c1,,2,2,2,88.46878033573347
207392XXXX,c4,,2,2,2,0.900005082
207528XXXX,c2,c1,2,2,3,82.90309113337113
207695XXXX,c3,,2,2,2,81.08895406876053
207723XXXX,c3,,2,1,2,132.4527872022443
207469XXXX,c2,c1,2,1,3,97.30556983271394
207733XXXX,c3,,2,1,3,58.46844700803797
207234XXXX,c2,c4,2,1,3,59.77651390871053
207244XXXX,c2,c1,2,1,3,59.77651390871053
207652XXXX,c2,,2,1,1,135.41604543308569
207826XXXX,c1,,2,1,2,103.83816773640838
207866XXXX,c2,,2,1,2,59.77651390871053
207948XXXX,c2,,2,1,3,135.41604543308569
207843XXXX,c4,,2,1,2,1.319873973
207453XXXX,c3,,2,1,1,58.46844700803797
207276XXXX,c2,,2,1,3,135.41604543308569
207539XXXX,c3,c1,2,1,3,58.46844700803797
207848XXXX,c1,,2,1,2,144.50718560156307
207989XXXX,c3,,2,1,2,95.1762687606635
207728XXXX,c1,,1,1,3,146.35485878834112
